Loja,Fim de Semana ou Feriado,Media Historica,Investimento em MKT,Chuva,Shopping,Clientes
15,0,6360.435561,1407.578571,0,1,4505.81295
15,0,6360.435561,1439.683125,0,1,6275.050059
15,0,6360.435561,1488.438342,0,1,11063.07143
15,0,6360.435561,1359.536829,0,1,1062.357374
15,0,6360.435561,1398.303205,1,1,500
15,0,6360.435561,1341.939407,0,1,5746.271813
15,0,6360.435561,1425.264701,0,1,6474.864991
15,0,6360.435561,1576.423723,0,1,9455.074246
15,1,6360.435561,1515.477798,0,1,10551.67947
15,0,6360.435561,1564.093693,0,1,7938.249827
15,0,6360.435561,1517.917759,0,1,9559.052343
15,0,6360.435561,1547.353621,0,1,13384.44502
15,0,6360.435561,1373.89638,0,1,8613.78962
15,0,6360.435561,1457.248206,0,1,6344.875378
15,0,6360.435561,1749.417836,0,1,13361.04867
15,0,6360.435561,1581.299703,1,1,5559.381609
15,0,6360.435561,1599.017209,0,1,5427.18457
15,0,6360.435561,1714.075465,0,1,13490.76845
15,0,6360.435561,1669.099387,0,1,13837.41621
15,0,6360.435561,1606.830084,0,1,7729.920406
15,0,6360.435561,1569.585284,0,1,8951.868967
15,0,6360.435561,1561.277891,1,1,10371.16976
15,0,6360.435561,1612.714234,0,1,8396.71574
15,1,6360.435561,1604.95233,1,1,9833.1035
15,0,6360.435561,1731.491315,0,1,4004.266419
15,0,6360.435561,1695.343554,0,1,13261.54116
15,1,6360.435561,1818.076494,0,1,15104.04109
15,0,6360.435561,1802.427393,0,1,10626.44034
15,0,6360.435561,1811.685083,0,1,10929.7813
15,0,6360.435561,1927.851582,0,1,12604.12903
15,1,6360.435561,1808.914722,0,1,9331.5269
15,0,6360.435561,1832.82865,0,1,11970.07103
16,1,9079.197554,1000,0,0,4385.970226
16,1,9079.197554,1037.221197,0,0,8272.178879
16,0,9079.197554,984.4477084,0,0,4394.966783
16,0,9079.197554,1107.957503,0,0,6649.638847
16,0,9079.197554,1204.129504,0,0,8752.770551
16,0,9079.197554,1270.429024,0,0,9541.427443
16,0,9079.197554,1355.573416,0,0,8822.60973
16,1,9079.197554,1473.575189,0,0,11216.90389
16,0,9079.197554,1549.276323,0,0,10344.78349
16,0,9079.197554,1361.325113,0,0,11767.13666
16,0,9079.197554,1454.912139,0,0,7429.295939
16,1,9079.197554,1469.538078,0,0,15068.35492
16,0,9079.197554,1473.381854,0,0,7165.415381
16,0,9079.197554,1442.575828,0,0,8008.165958
16,1,9079.197554,1394.504933,1,0,12426.06855
16,1,9079.197554,1257.816225,0,0,9512.686103
16,0,9079.197554,1207.749265,0,0,5012.093451
16,0,9079.197554,1208.81785,0,0,5572.543504
16,0,9079.197554,1099.176139,0,0,8994.638492
16,0,9079.197554,1047.660496,0,0,5643.821379
16,1,9079.197554,860.665554,0,0,5960.935645
16,0,9079.197554,816.0213051,0,0,3322.731811
16,0,9079.197554,770.9447228,0,0,2719.108908
16,1,9079.197554,563.2394641,0,0,4130.286103
16,0,9079.197554,601.7878795,1,0,4809.391986
16,0,9079.197554,500,0,0,4821.523147
16,1,9079.197554,564.9380121,0,0,6320.725082
16,0,9079.197554,500,0,0,7430.602868
16,0,9079.197554,500,0,0,3399.529408
16,0,9079.197554,500.2603811,1,0,4681.402273
16,0,9079.197554,515.9106088,0,0,1738.222263
16,0,9079.197554,500,0,0,4847.432454
16,0,9079.197554,500,0,0,4001.141063
16,0,9079.197554,500,0,0,4557.907214
16,0,9079.197554,500,1,0,3869.391863
16,0,9079.197554,500,0,0,3126.137569
16,0,9079.197554,500,0,0,4951.977033
16,1,9079.197554,500,1,0,2858.66704
16,1,9079.197554,500,0,0,3867.858467
16,0,9079.197554,532.6326917,0,0,5291.534691
16,0,9079.197554,500,0,0,4399.093817
16,0,9079.197554,549.9317233,0,0,4653.271763
16,1,9079.197554,527.3718116,1,0,3614.142774
16,0,9079.197554,501.3448839,0,0,1522.472744
16,0,9079.197554,557.6445508,0,0,3105.542154
16,1,9079.197554,565.9362522,0,0,6057.101274
16,0,9079.197554,599.1330907,1,0,5708.357013
16,0,9079.197554,593.4769235,0,0,500
16,0,9079.197554,665.2256662,0,0,5795.0434
16,0,9079.197554,574.465146,1,0,4675.884136
16,1,9079.197554,500,0,0,6714.437272
16,0,9079.197554,500,1,0,617.2336229
16,1,9079.197554,500,0,0,5625.656404
16,0,9079.197554,500,1,0,3296.955361
16,1,9079.197554,500,0,0,6261.278607
16,0,9079.197554,500,0,0,1429.367396
16,0,9079.197554,500,0,0,6926.11326
16,0,9079.197554,500,0,0,3492.664267
16,0,9079.197554,500,0,0,795.2452602
16,1,9079.197554,500,0,0,4463.021276
16,0,9079.197554,500,0,0,500
16,1,9079.197554,500,0,0,3699.595555
16,1,9079.197554,500,0,0,4899.375654
16,1,9079.197554,500,0,0,1531.613706
16,1,9079.197554,500,0,0,4936.928945
16,0,9079.197554,500,0,0,4089.473316
16,0,9079.197554,500,0,0,2838.303518
16,1,9079.197554,500,0,0,3354.41625
16,0,9079.197554,500,0,0,3716.421242
16,0,9079.197554,500,0,0,5172.057173
16,0,9079.197554,511.5064863,0,0,3709.225429
16,0,9079.197554,613.5114582,1,0,9524.221128
16,1,9079.197554,720.2599354,0,0,7128.679808
16,1,9079.197554,533.7322235,0,0,5847.275463
16,0,9079.197554,594.4085564,0,0,5400.296434
16,0,9079.197554,572.9742334,0,0,2862.459071
16,0,9079.197554,536.9871813,0,0,4579.483711
16,0,9079.197554,514.3746803,0,0,500
16,1,9079.197554,518.4123665,0,0,5219.415535
16,0,9079.197554,500,0,0,500
16,0,9079.197554,512.2248815,0,0,745.7584027
16,1,9079.197554,602.0212623,0,0,11140.48766
16,0,9079.197554,741.4195847,1,0,2797.199426
16,0,9079.197554,719.1950037,0,0,3821.190229
16,0,9079.197554,707.553282,0,0,6761.818151
16,1,9079.197554,761.3794582,0,0,4517.100794
16,0,9079.197554,748.646885,0,0,9810.862755
16,0,9079.197554,701.0794008,0,0,6752.328774
16,0,9079.197554,598.1106576,1,0,500
16,1,9079.197554,648.8653505,0,0,8279.115979
16,1,9079.197554,500,1,0,1780.733964
16,0,9079.197554,567.1163254,0,0,9519.917892
16,0,9079.197554,500,0,0,3602.268722
16,0,9079.197554,500,0,0,3464.943846
16,0,9079.197554,500,0,0,5899.277201
16,0,9079.197554,500,0,0,1874.916659
16,1,9079.197554,500,0,0,5989.826907
16,0,9079.197554,500,0,0,500
16,0,9079.197554,500,0,0,5602.01414
17,0,2015.495691,1000,0,0,5422.693365
17,0,2015.495691,937.4349318,0,0,500
17,0,2015.495691,1002.095443,0,0,3093.123395
17,1,2015.495691,1120.350417,0,0,1279.6102
17,0,2015.495691,1149.884536,0,0,2926.969981
17,1,2015.495691,1267.953844,0,0,2182.736087
17,0,2015.495691,1389.059829,0,0,500
17,0,2015.495691,1309.014301,0,0,2113.566358
17,0,2015.495691,1318.918939,0,0,500
17,0,2015.495691,1273.997076,0,0,3307.85751
17,0,2015.495691,1308.997633,0,0,1583.534329
17,0,2015.495691,1303.242941,0,0,3376.881441
17,0,2015.495691,1323.846082,0,0,500
17,0,2015.495691,1237.149788,0,0,5569.672088
17,1,2015.495691,1043.063808,1,0,2030.929968
17,0,2015.495691,892.8720923,0,0,1485.538527
17,0,2015.495691,802.2281619,0,0,3176.96986
17,1,2015.495691,777.6340011,0,0,2795.865983
17,1,2015.495691,911.0391696,0,0,656.6496508
17,1,2015.495691,788.4486177,0,0,1232.794961
17,0,2015.495691,808.050174,0,0,500
17,0,2015.495691,836.376906,0,0,500
17,0,2015.495691,954.4645565,0,0,1588.37564
17,0,2015.495691,839.7071398,0,0,500
17,0,2015.495691,955.8904901,1,0,500
17,0,2015.495691,1057.385899,0,0,7452.622268
17,0,2015.495691,1119.4972,0,0,500
17,1,2015.495691,1073.916995,0,0,500
17,0,2015.495691,1043.514915,0,0,500
17,0,2015.495691,1251.990476,1,0,500
17,0,2015.495691,1272.758297,0,0,4435.86527
17,1,2015.495691,1230.25498,0,0,1414.02166
17,0,2015.495691,1066.55547,0,0,500
17,0,2015.495691,1054.151419,0,0,1942.596447
17,0,2015.495691,980.1262157,1,0,2478.313442
17,0,2015.495691,1005.772963,0,0,2321.399776
17,1,2015.495691,808.6584048,0,0,500
17,0,2015.495691,865.6320544,1,0,500
17,0,2015.495691,735.1557673,0,0,500
17,1,2015.495691,947.274011,0,0,2625.230991
17,0,2015.495691,828.7458307,0,0,500
17,0,2015.495691,721.3824925,0,0,500
17,1,2015.495691,692.4520062,1,0,1969.330344
17,0,2015.495691,780.3330021,0,0,1589.992974
17,0,2015.495691,766.9365916,0,0,1713.12091
17,1,2015.495691,643.2290162,0,0,2623.111992
17,0,2015.495691,597.7014489,1,0,500
17,1,2015.495691,500,0,0,1267.641944
17,0,2015.495691,569.2719259,0,0,2735.460504
17,0,2015.495691,563.6617343,1,0,500
17,0,2015.495691,598.8508954,0,0,1492.41412
17,0,2015.495691,601.8470599,1,0,1047.857678
17,1,2015.495691,583.4943758,0,0,500
17,0,2015.495691,619.4938266,1,0,1414.062151
17,0,2015.495691,572.9444901,0,0,2162.6926
17,1,2015.495691,659.6348379,0,0,3701.200942
17,0,2015.495691,522.0713052,0,0,1546.089078
17,0,2015.495691,511.3409505,0,0,1402.950358
17,0,2015.495691,578.8342789,0,0,1682.987082
17,0,2015.495691,599.3237401,0,0,2655.232551
17,0,2015.495691,507.9760992,0,0,723.3987629
17,1,2015.495691,500,0,0,500
17,0,2015.495691,500,0,0,500
17,0,2015.495691,500,0,0,1229.645708
17,0,2015.495691,500,0,0,2030.413219
17,0,2015.495691,500,0,0,500
17,0,2015.495691,599.9231786,0,0,1109.739531
17,0,2015.495691,538.5835393,0,0,913.3665471
17,0,2015.495691,570.6506199,0,0,1647.349202
17,0,2015.495691,525.9111866,0,0,500
17,1,2015.495691,695.7313865,0,0,500
17,0,2015.495691,679.2635186,1,0,500
17,0,2015.495691,758.9176076,0,0,2880.843887
17,0,2015.495691,670.9767832,0,0,500
17,0,2015.495691,717.3267926,0,0,2559.130311
17,0,2015.495691,626.2004835,0,0,1149.027038
17,0,2015.495691,645.5696852,0,0,500
17,0,2015.495691,810.0300327,0,0,500
17,1,2015.495691,719.0178028,0,0,4452.259872
17,0,2015.495691,645.4735214,0,0,500
17,1,2015.495691,518.1709778,0,0,500
17,1,2015.495691,704.6837961,0,0,500
17,1,2015.495691,564.2081922,1,0,1897.525884
17,1,2015.495691,591.0593922,0,0,500
17,1,2015.495691,500,0,0,500
17,1,2015.495691,500,0,0,500
17,1,2015.495691,500,0,0,2802.704433
17,1,2015.495691,500,0,0,500
17,0,2015.495691,500,1,0,500
17,0,2015.495691,500,0,0,2407.106361
17,1,2015.495691,500,1,0,2114.327394
17,1,2015.495691,500,0,0,500
17,0,2015.495691,500,0,0,783.5759474
17,0,2015.495691,500,0,0,500
17,1,2015.495691,500,0,0,785.5250785
17,0,2015.495691,500,0,0,1396.725258
17,0,2015.495691,500,0,0,963.9840079
17,1,2015.495691,500,0,0,500
17,0,2015.495691,500,0,0,2191.533543
18,1,10362.2282,1000,0,0,8437.714778
18,0,10362.2282,901.5067828,0,0,10704.20035
18,0,10362.2282,956.2983603,0,0,8926.48539
18,0,10362.2282,979.516249,0,0,8106.967163
18,1,10362.2282,1007.408173,0,0,5637.317766
18,0,10362.2282,1136.243937,0,0,9392.739725
18,0,10362.2282,1061.942862,0,0,9083.79415
18,0,10362.2282,891.2316473,0,0,8283.88714
18,0,10362.2282,950.6187748,0,0,7560.880766
18,0,10362.2282,1035.532649,0,0,12283.21217
18,0,10362.2282,1050.318548,0,0,10727.14205
18,1,10362.2282,967.3390691,0,0,5435.736427
18,0,10362.2282,947.1620079,0,0,5559.905691
18,0,10362.2282,910.3540762,0,0,7458.664884
18,0,10362.2282,1198.276316,1,0,7977.860643
18,0,10362.2282,1306.799347,0,0,14192.66637
18,0,10362.2282,1485.132463,0,0,15776.18388
18,1,10362.2282,1582.136269,0,0,14425.60816
18,0,10362.2282,1694.566873,0,0,10061.73418
18,1,10362.2282,1821.771239,0,0,16499.65475
18,0,10362.2282,1921.773018,0,0,5472.334408
18,0,10362.2282,1978.151746,0,0,13260.00144
18,1,10362.2282,1987.195089,0,0,18084.64822
18,1,10362.2282,1853.902925,0,0,20570.10326
18,0,10362.2282,1766.443643,1,0,19048.72228
18,1,10362.2282,1743.894138,0,0,20091.50088
18,0,10362.2282,1841.118955,0,0,14588.01289
18,0,10362.2282,1943.47138,0,0,14952.67525
18,0,10362.2282,1957.955489,0,0,14247.62638
18,0,10362.2282,1839.478991,1,0,11160.52681
18,0,10362.2282,1837.317749,0,0,7505.696757
18,0,10362.2282,1800.380102,0,0,16447.10312
18,0,10362.2282,2061.564037,0,0,16171.5863
18,0,10362.2282,2146.542904,0,0,14277.93614
18,1,10362.2282,2029.521596,1,0,21729.90945
18,1,10362.2282,1907.738765,0,0,23647.71331
18,0,10362.2282,1907.834128,0,0,12384.11217
18,0,10362.2282,2023.510922,1,0,9330.199225
18,0,10362.2282,1804.228662,0,0,14044.40048
18,0,10362.2282,1818.98334,0,0,18356.68816
18,0,10362.2282,1677.871335,0,0,16266.30199
18,1,10362.2282,1655.333985,0,0,14499.89578
18,0,10362.2282,1706.782028,1,0,13312.89153
18,0,10362.2282,1443.817163,0,0,10152.07852
18,1,10362.2282,1512.466852,0,0,15352.26706
18,0,10362.2282,1561.49518,0,0,14393.71437
18,1,10362.2282,1613.724606,1,0,500
18,0,10362.2282,1589.04389,0,0,10770.33311
18,1,10362.2282,1646.397499,0,0,11406.88849
18,0,10362.2282,1527.049977,1,0,7812.261659
18,1,10362.2282,1489.163598,0,0,16204.11772
18,0,10362.2282,1464.438778,1,0,1449.023711
18,0,10362.2282,1338.54,0,0,1922.034032
18,0,10362.2282,1302.357585,1,0,500
18,0,10362.2282,1234.117888,0,0,12119.80249
18,0,10362.2282,1158.509943,0,0,10803.99245
18,0,10362.2282,1160.536231,0,0,7994.09669
18,0,10362.2282,1260.11744,0,0,5170.63521
18,1,10362.2282,1067.496767,0,0,8106.329711
18,0,10362.2282,1111.599978,0,0,8704.968089
18,0,10362.2282,1373.959478,0,0,7690.18485
18,0,10362.2282,1409.906241,0,0,15072.8826
18,0,10362.2282,1497.362874,0,0,6343.307204
18,0,10362.2282,1584.887873,0,0,11395.41793
18,0,10362.2282,1348.821275,0,0,7777.183355
18,1,10362.2282,1240.483221,0,0,13187.25392
18,0,10362.2282,1129.697061,0,0,7141.30237
18,0,10362.2282,893.4433795,0,0,6393.251033
18,0,10362.2282,882.1177461,0,0,9456.799944
18,0,10362.2282,820.2234897,0,0,4333.633997
18,0,10362.2282,646.3223309,0,0,7644.848017
18,0,10362.2282,680.3810624,1,0,5780.210416
18,0,10362.2282,721.1451936,0,0,7515.546695
18,0,10362.2282,681.9731684,0,0,4410.738462
18,0,10362.2282,603.2669682,0,0,5864.917504
18,0,10362.2282,500,0,0,5154.413498
18,1,10362.2282,500,0,0,4289.939935
18,0,10362.2282,572.6088276,0,0,1690.982386
18,0,10362.2282,500,0,0,3548.690954
18,0,10362.2282,500,0,0,2055.40135
18,1,10362.2282,500,0,0,4436.869037
18,0,10362.2282,500,0,0,2678.263781
18,0,10362.2282,500,1,0,500
18,0,10362.2282,500,0,0,5521.335924
18,0,10362.2282,500,0,0,6217.202415
18,0,10362.2282,547.3356101,0,0,7619.694867
18,0,10362.2282,579.7450681,0,0,1057.64177
18,1,10362.2282,728.4800503,0,0,4027.490156
18,1,10362.2282,868.5921312,1,0,4835.183368
18,0,10362.2282,924.8172102,0,0,3179.473811
18,0,10362.2282,936.3310947,1,0,9328.050607
18,0,10362.2282,816.9719744,0,0,4460.546453
18,1,10362.2282,673.4144283,0,0,7598.328671
18,1,10362.2282,514.4184078,0,0,3398.453689
18,0,10362.2282,663.9211113,0,0,3149.726226
18,0,10362.2282,696.0229366,0,0,3076.331857
18,0,10362.2282,762.0365548,0,0,3662.451585
18,0,10362.2282,881.3285284,0,0,3182.460228
18,1,10362.2282,914.4544701,0,0,10772.88724
19,0,1000,1000,0,0,500
19,1,1000,798.7333246,0,0,1640.690097
19,0,1000,869.085461,0,0,988.1233963
19,0,1000,861.3526433,0,0,500
19,0,1000,985.0990953,0,0,500
19,0,1000,951.1651051,0,0,500
19,0,1000,1024.177001,0,0,500
19,1,1000,1021.955286,0,0,2241.78003
19,0,1000,1063.877022,0,0,500
19,0,1000,1006.072615,0,0,1918.185555
19,0,1000,997.9169721,0,0,3268.321897
19,0,1000,900.9323421,0,0,500
19,0,1000,823.4222784,0,0,500
19,0,1000,836.1633534,0,0,2548.014212
19,0,1000,610.585674,1,0,500
19,0,1000,702.9497218,0,0,500
19,1,1000,514.5557155,0,0,2736.998732
19,0,1000,627.6255621,0,0,500
19,1,1000,730.8473554,0,0,500
19,0,1000,796.3177623,0,0,790.9262874
19,1,1000,828.7402887,0,0,500
19,1,1000,975.9380845,0,0,3288.2208
19,0,1000,994.7339981,0,0,3497.908454
19,0,1000,1050.212006,0,0,500
19,0,1000,1064.808076,1,0,4329.139016
19,0,1000,1101.675536,0,0,500
19,0,1000,1229.328838,0,0,932.1159373
19,1,1000,1435.376514,0,0,2621.750145
19,0,1000,1431.793346,0,0,500
19,0,1000,1421.046553,1,0,1743.64721
19,0,1000,1563.30116,0,0,2421.003919
19,0,1000,1498.717378,0,0,2422.25444
19,0,1000,1296.26679,0,0,2557.324136
19,0,1000,1075.009941,0,0,1386.478365
19,0,1000,979.4137472,1,0,913.6634932
19,1,1000,1017.057514,0,0,2192.824218
19,0,1000,969.1967845,0,0,1021.981787
19,0,1000,1034.272075,1,0,4449.577216
19,0,1000,929.8980089,0,0,2497.728957
19,1,1000,817.2106251,0,0,500
19,1,1000,800.7656216,0,0,1791.833643
19,0,1000,818.175938,0,0,500
19,1,1000,888.916853,1,0,500
19,0,1000,792.8544284,0,0,1028.450408
19,0,1000,909.336992,0,0,1644.470964
19,1,1000,987.0733739,0,0,500
19,0,1000,1186.784656,1,0,500
19,1,1000,1181.320843,0,0,500
19,0,1000,1195.573712,0,0,642.7130018
19,0,1000,1361.986556,1,0,1815.556392
19,0,1000,1352.618758,0,0,2613.94724
19,0,1000,1412.979693,1,0,500
19,0,1000,1261.368441,0,0,500
19,0,1000,1328.533963,1,0,2359.64036
19,0,1000,1302.000625,0,0,1327.459578
19,0,1000,1156.807063,0,0,1328.535397
19,1,1000,1219.650573,0,0,1037.786444
19,0,1000,1308.91823,0,0,500
19,1,1000,1245.059335,0,0,3332.517228
19,0,1000,1385.672396,0,0,500
19,1,1000,1447.109374,0,0,1787.241786
19,0,1000,1525.992802,0,0,500
19,0,1000,1563.902923,0,0,500
19,1,1000,1254.964282,0,0,500
19,1,1000,1176.330679,0,0,1446.654606
19,0,1000,1310.568944,0,0,500
19,0,1000,1414.780596,0,0,500
19,1,1000,1203.595316,0,0,500
19,0,1000,1146.695067,0,0,2626.214943
19,0,1000,1190.477188,0,0,2438.330792
19,0,1000,1238.672698,0,0,861.3110491
19,0,1000,1256.9391,1,0,500
19,1,1000,1168.207603,0,0,500
19,1,1000,1036.422675,0,0,500
19,0,1000,958.1876798,0,0,3132.584569
19,0,1000,1023.224974,0,0,3289.208123
19,1,1000,1099.321456,0,0,500
19,1,1000,1003.841356,0,0,500
19,0,1000,1045.476679,0,0,2220.191677
19,0,1000,1084.66058,0,0,500
19,0,1000,973.5717679,0,0,2880.378164
19,0,1000,807.0242555,0,0,3712.185829
19,0,1000,646.7069073,1,0,500
19,1,1000,639.7167553,0,0,500
19,0,1000,746.2273956,0,0,500
19,0,1000,750.8336844,0,0,2670.100308
19,0,1000,926.7845142,0,0,1765.749818
19,1,1000,1064.359642,0,0,500
19,0,1000,1164.952055,1,0,500
19,0,1000,1263.286611,0,0,5484.970222
19,0,1000,1295.684159,1,0,500
19,1,1000,1293.870238,0,0,2121.134182
19,0,1000,1287.161375,0,0,2007.62122
19,0,1000,1300.999747,0,0,785.4466699
19,0,1000,1474.594701,0,0,500
19,0,1000,1504.768334,0,0,2014.592889
19,1,1000,1579.829835,0,0,2980.880089
19,0,1000,1596.243476,0,0,3124.832648
19,1,1000,1498.456392,0,0,1712.376066
20,1,2579.057605,1000,0,0,611.6278458
20,0,2579.057605,882.6259391,0,0,500
20,1,2579.057605,734.6677325,0,0,500
20,1,2579.057605,614.8264185,0,0,500
20,0,2579.057605,693.8341823,0,0,575.2647802
20,1,2579.057605,724.9424965,0,0,2584.401631
20,0,2579.057605,629.3943259,0,0,2155.451555
20,1,2579.057605,694.8211786,0,0,3025.360961
20,0,2579.057605,868.8686788,0,0,3429.033367
20,1,2579.057605,958.8173267,0,0,636.8797342
20,0,2579.057605,999.7105389,0,0,1438.335613
20,0,2579.057605,1076.136822,0,0,500
20,1,2579.057605,1158.432375,0,0,4599.15054
20,0,2579.057605,1219.892858,0,0,2001.256838
20,1,2579.057605,1149.166487,1,0,500
20,0,2579.057605,1279.718597,0,0,500
20,0,2579.057605,1452.127234,0,0,1289.648207
20,0,2579.057605,1418.633331,0,0,4714.957534
20,1,2579.057605,1607.896047,0,0,6380.508682
20,0,2579.057605,1653.41882,0,0,500
20,0,2579.057605,1667.576366,0,0,1894.204671
20,0,2579.057605,1570.391565,0,0,982.7405284
20,0,2579.057605,1704.075992,0,0,2372.528061
20,0,2579.057605,1742.0216,0,0,4172.469029
20,0,2579.057605,1870.555787,1,0,4293.496381
20,0,2579.057605,1755.035117,0,0,2745.623688
20,1,2579.057605,1906.021744,0,0,7216.929205
20,0,2579.057605,1890.680556,0,0,500
20,1,2579.057605,1853.911592,0,0,5095.901982
20,0,2579.057605,1792.480933,1,0,4117.727681
20,1,2579.057605,1872.387536,0,0,5828.55491
20,0,2579.057605,1978.496426,0,0,3588.257072
20,0,2579.057605,2131.794399,0,0,1127.377968
20,0,2579.057605,2236.882838,0,0,3410.230787
20,0,2579.057605,2279.916268,1,0,2251.068806
20,0,2579.057605,2171.129448,0,0,1253.442753
20,0,2579.057605,2261.825006,0,0,4152.4999
20,1,2579.057605,2186.716794,1,0,5427.939105
20,0,2579.057605,2070.727781,0,0,5429.519606
20,0,2579.057605,2143.702535,0,0,4627.117897
20,0,2579.057605,2204.955752,0,0,2314.497973
20,0,2579.057605,2031.87628,0,0,2756.590771
20,0,2579.057605,2112.169018,1,0,5089.243616
20,1,2579.057605,2092.675614,0,0,5190.119909
20,1,2579.057605,1985.944663,0,0,2887.792383
20,0,2579.057605,1932.391233,0,0,2706.556832
20,0,2579.057605,1954.926224,1,0,500
20,1,2579.057605,2110.099195,0,0,6615.447344
20,0,2579.057605,2135.27899,0,0,4293.403422
20,0,2579.057605,2021.870279,1,0,3200.025552
20,1,2579.057605,2062.043001,0,0,4031.896691
20,0,2579.057605,2096.062013,1,0,5915.721583
20,1,2579.057605,2303.893113,0,0,4059.305573
20,0,2579.057605,2183.782295,1,0,500
20,1,2579.057605,2376.257746,0,0,6609.076634
20,1,2579.057605,2388.593846,0,0,6588.225757
20,1,2579.057605,2380.505404,0,0,6073.22367
20,0,2579.057605,2418.527946,0,0,5153.214018
20,0,2579.057605,2249.683964,0,0,4638.106288
20,0,2579.057605,2193.674619,0,0,3428.686032
20,0,2579.057605,2242.692958,0,0,3058.705873
20,0,2579.057605,2017.597454,0,0,4991.789406
20,1,2579.057605,1851.074059,0,0,4730.650061
20,0,2579.057605,1774.699234,0,0,1274.94775
20,0,2579.057605,1766.598886,0,0,4526.606132
20,1,2579.057605,1835.403568,0,0,4305.060652
20,1,2579.057605,1749.486162,0,0,2491.631655
20,0,2579.057605,1802.796209,0,0,3026.160579
20,0,2579.057605,1867.14852,0,0,1991.882646
20,0,2579.057605,1937.091608,0,0,4467.05319
20,0,2579.057605,2025.167788,0,0,3297.377071
20,0,2579.057605,1951.420915,1,0,500
20,0,2579.057605,1937.514722,0,0,5895.560558
20,1,2579.057605,1851.925082,0,0,1473.845652
20,0,2579.057605,2105.918021,0,0,2191.684113
20,1,2579.057605,2084.390029,0,0,6173.092375
20,1,2579.057605,2036.24759,0,0,5414.353246
20,0,2579.057605,1999.363808,0,0,7082.259097
20,0,2579.057605,2127.587825,0,0,3851.198735
20,1,2579.057605,2126.511921,0,0,6029.863993
20,1,2579.057605,1869.837456,0,0,3007.735153
20,0,2579.057605,2074.544001,0,0,7749.130126
20,1,2579.057605,2270.931501,1,0,4858.597155
20,0,2579.057605,2350.153918,0,0,8949.493076
20,0,2579.057605,2229.047466,0,0,2620.878187
20,0,2579.057605,2191.078952,0,0,5279.741724
20,0,2579.057605,2086.682817,0,0,3143.628358
20,0,2579.057605,2144.522172,0,0,3610.698357
20,1,2579.057605,2204.791772,1,0,6321.597458
20,1,2579.057605,2129.820278,0,0,3739.272316
20,1,2579.057605,2196.773629,1,0,4688.302685
20,1,2579.057605,2072.653292,0,0,9280.131498
20,0,2579.057605,2073.097048,0,0,7668.866892
20,0,2579.057605,2071.176506,0,0,5561.736438
20,1,2579.057605,2235.548424,0,0,6562.592802
20,0,2579.057605,2119.956311,0,0,2041.844886
20,0,2579.057605,2216.58737,0,0,2223.662384
20,1,2579.057605,2176.983207,0,0,6523.225168
20,0,2579.057605,2229.448171,0,0,2272.735385
21,0,4102.755373,1000,0,0,1107.023788
21,1,4102.755373,872.3809593,0,0,794.0210769
21,0,4102.755373,982.9074356,0,0,2283.568889
21,1,4102.755373,901.4077895,0,0,3606.925437
21,1,4102.755373,859.7025739,0,0,2934.075725
21,1,4102.755373,987.4955844,0,0,1656.836676
21,0,4102.755373,834.7398446,0,0,3374.311339
21,0,4102.755373,740.4855691,0,0,1602.48835
21,1,4102.755373,731.3740126,0,0,1025.459449
21,0,4102.755373,744.7841913,0,0,5886.111656
21,0,4102.755373,806.8174054,0,0,6753.804706
21,0,4102.755373,727.9852857,0,0,4536.613612
21,0,4102.755373,761.6232992,0,0,2222.874123
21,0,4102.755373,768.5159528,0,0,500
21,0,4102.755373,868.833315,1,0,5013.267833
21,1,4102.755373,787.5590904,0,0,2739.293464
21,0,4102.755373,679.3792676,0,0,500
21,0,4102.755373,817.605576,0,0,3468.057694
21,0,4102.755373,914.9028286,0,0,1458.607638
21,0,4102.755373,966.3391647,0,0,3695.005593
21,0,4102.755373,834.5323467,0,0,877.348066
21,0,4102.755373,907.0879305,0,0,3674.188709
21,1,4102.755373,1042.673594,0,0,6678.383954
21,0,4102.755373,900.1730011,0,0,7813.179524
21,1,4102.755373,967.3072549,1,0,4247.173179
21,0,4102.755373,908.9706725,0,0,3378.002153
21,0,4102.755373,927.1539078,0,0,2260.527768
21,0,4102.755373,971.2166188,0,0,5988.638977
21,0,4102.755373,823.6224219,0,0,3355.096757
21,0,4102.755373,832.1418336,1,0,841.9590932
21,0,4102.755373,982.9050969,0,0,4719.850613
21,0,4102.755373,898.6792769,0,0,1254.21758
21,0,4102.755373,844.5689862,0,0,2534.593077
21,1,4102.755373,979.1582322,0,0,3173.11875
21,1,4102.755373,1122.931073,1,0,500
21,0,4102.755373,1187.256802,0,0,4088.458283
21,0,4102.755373,1306.430841,0,0,6112.084721
21,1,4102.755373,1085.959952,1,0,4910.067543
21,0,4102.755373,1180.606891,0,0,4498.051848
21,0,4102.755373,1161.240958,0,0,2285.803777
21,1,4102.755373,1146.312961,0,0,5123.566274
21,1,4102.755373,1137.36313,0,0,2318.700234
21,1,4102.755373,1258.029975,1,0,5886.509565
21,0,4102.755373,1244.496731,0,0,4507.781869
21,1,4102.755373,1300.371752,0,0,2805.819039
21,0,4102.755373,1381.787528,0,0,2458.80196
21,0,4102.755373,1491.447773,1,0,5046.738072
21,0,4102.755373,1501.127524,0,0,1494.195077
21,0,4102.755373,1490.721201,0,0,2241.823945
21,0,4102.755373,1480.261049,1,0,5061.484455
